company,status,board_url,ats_type,jobs_read,source_url,notes,original_reason
UNC Health,Search leads saved — validation pending,,,,https://jobs.unchealthcare.org/,Search results are unverified leads; no board added.,no_url_at_all
Underdog: Verified engineers. Interview-ready. Searching confidentially. And companies apply to you,Search leads saved — validation pending,,,,https://www.linkedin.com/jobs/view/software-engineer-at-underdog-io-the-curated-marketplace-where-tech-firms-meet-pre-vetted-engineers-confidential-roles-4464609241,Search results are unverified leads; no board added.,no_url_at_all
Uneek Global,Search leads saved — validation pending,,,,https://uneekglobal.com/jobs,Search results are unverified leads; no board added.,no_url_at_all
Unison Behavioral Health,Further adapter investigation required,,,,https://jobs.dayforcehcm.com/en-US/unison/CANDIDATEPORTAL/jobs/4957,,needs_adapter
United States Department Of Defense,Further adapter investigation required,,,,https://www.usajobs.gov:443/job/883808400,,government_portal
United Way,Adapter validation unresolved,https://app.trinethire.com/companies/812529-united-way-of-north-central-fl/jobs,trinethire,0,https://careers.unitedway.org/job/vita-program-manager-56673,,needs_adapter
UnitedHealthcare,Search leads saved — validation pending,,,,https://www.unitedhealthgroup.com/careers/en/ns/talent.html,Search results are unverified leads; no board added.,no_url_at_all
UnityPoint Health,Provided URL unavailable,,,,https://careers-unitypoint.icims.com/jobs/187024/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,,board_resolved_but_unused
Univeristy Of Colorado Boulder,Readable — identity review pending,https://colorado.avature.net/jobs/SearchJobs,avature,87,https://jobs.colorado.edu/jobs/JobDetail/Senior-QA-Engineer/74869,,needs_adapter
Universal Engraving Inc,Further adapter investigation required,,,,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4512813/Universal-Engraving-Inc/Marketing-Operations-Coordinator?source=Indeed_Feed,,needs_adapter
Universal Music Group,Search leads saved — validation pending,,,,https://www.universalmusic.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
Universal Safe Guard,Search leads saved — validation pending,,,,https://www.indeed.com/q-graveyard-l-hurst%2C-tx-jobs.html,Search results are unverified leads; no board added.,no_url_at_all
University at Buffalo,Added and verified,https://www.ubjobs.buffalo.edu/postings/search,peopleadmin,273,https://www.ubjobs.buffalo.edu/,Board registration read back from live database.,no_board_found
University of Arizona College of Medicine – Tucson,Added and verified,https://arizona.csod.com/ux/ats/careersite/4/home,cornerstone,330,https://talent.arizona.edu/,Board registration read back from live database.,no_url_at_all
University of Colorado Colorado Springs,University follow-up required,,,,https://hr.uccs.edu/work-uccs,Official UCCS external source points CU Taleo shared board with location filter. Parent UniversityColorado system board covers openings; no inaccurate campus label.,no_board_found
University of Missouri-Columbia,Added and verified,https://erecruit.umsystem.edu/psc/tamext/COLUM/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?SiteId=9,peoplesoft,154,https://hr.missouri.edu/job-openings,Board registration read back from live database.,no_board_found
University of Missouri-Saint Louis,Added and verified,https://erecruit.umsystem.edu/psc/tamext/STLOU/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?SiteId=5,peoplesoft,33,https://www.umsl.edu/services/hrs/careers/staff.html,Board registration read back from live database.,no_url_at_all
University of Wisconsin-Madison,Added and verified,https://wisconsin.wd1.myworkdayjobs.com/UW_Madison,workday,362,https://wisconsin.wd1.myworkdayjobs.com/en-US/UW_Madison/job/Associate-Professor_JR10006354,Board registration read back from live database.,no_url_at_all
Univerze LLC,Search leads saved — validation pending,,,,https://www.linkedin.com/company/univerze,Search results are unverified leads; no board added.,no_url_at_all
UPS,Search leads saved — validation pending,,,,https://www.upsjobs.com/,Search results are unverified leads; no board added.,no_url_at_all
"Urban Strategies, Inc",Search leads saved — validation pending,,,,https://www.urbanstrategies.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
US Army Corps of Engineers,Search leads saved — validation pending,,,,https://www.usace.army.mil/,Search results are unverified leads; no board added.,no_url_at_all
US HQ USAF and Support Elements,Further adapter investigation required,,,,https://www.usajobs.gov:443/job/883966000,,government_portal
US Military Treatment Facilities under DHA,Further adapter investigation required,,,,https://www.usajobs.gov:443/job/884077500,,government_portal
US National Institute of Standards and Technology,Further adapter investigation required,,,,https://www.usajobs.gov:443/job/883623300,,government_portal
US Office of Chief of Space Operations,Further adapter investigation required,,,,https://www.usajobs.gov:443/job/883757400,,government_portal
US United States Fleet Forces Command,Further adapter investigation required,,,,https://www.usajobs.gov:443/job/883018200,,government_portal
USA Compression,Further adapter investigation required,,,,https://energytransfer.referrals.selectminds.com/USAC/jobs/operations-data-analyst-19381,,needs_adapter
USA Legwear,Search leads saved — validation pending,,,,https://www.linkedin.com/company/usa-legwear,Search results are unverified leads; no board added.,no_url_at_all
USDA Farm Services Agency,Search leads saved — validation pending,,,,https://www.indeed.com/cmp/Usda-Farm-Services-Agency,Search results are unverified leads; no board added.,no_url_at_all
UT Health San Antonio,Search leads saved — validation pending,,,,https://www.utsa.edu/about/careers/,Search results are unverified leads; no board added.,no_url_at_all
Utah Mammoth,Search leads saved — validation pending,,,,https://www.nhl.com/utah/,Search results are unverified leads; no board added.,no_url_at_all
UVM Health - UVM Medical Center,Search leads saved — validation pending,,,,https://www.uvmhealthcareers.org/,Search results are unverified leads; no board added.,no_url_at_all
UW School of Medicine and Public Health,Added and verified,https://wisconsin.wd1.myworkdayjobs.com/UW_Madison,workday,362,https://wisconsin.wd1.myworkdayjobs.com/en-US/UW_Madison/job/Associate-Professor_JR10006354,Board registration read back from live database.,no_board_found
V2X,Adapter validation unresolved,https://careers-vectrus.icims.com/jobs/search?ss=1&in_iframe=1,icims,0,https://careers.gov2x.com/jobs/62861/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,PartialScrapeError: iCIMS results or explicit empty state is absent,needs_adapter
VAI,Further adapter investigation required,,,,https://velis-associates-inc.careerplug.com/j/033r3rt,,needs_adapter
val's services,Search leads saved — validation pending,,,,https://www.linkedin.com/company/valsservices,Search results are unverified leads; no board added.,no_url_at_all
"Valiant Harbor International, LLC",Search leads saved — validation pending,,,,https://www.valiantharbor.com/careers,Search results are unverified leads; no board added.,no_url_at_all
Valkyrie Enterprises,Further adapter investigation required,,,,https://careers.valkyrieenterprises.com,,no_board_found
Valley Medical Center & Clinics,Search leads saved — validation pending,,,,https://www.valleymed.org/,Search results are unverified leads; no board added.,no_url_at_all
Valorem Reply,Search leads saved — validation pending,,,,https://www.consultancy.uk/firms/valorem-reply/careers,Search results are unverified leads; no board added.,no_url_at_all
Valsoft,Held for identity or scope review,,,,,Official Valsoft careers page links branded Workable jobs company i7bvgtD9zMBw8pksaJ6inV; exact mapping to valsoft-corp tenant remained unconfirmed when wrap-up stopped research.,needs_adapter
Value Innovation Labs,Search leads saved — validation pending,,,,https://www.valueinnovationlabs.com/,Search results are unverified leads; no board added.,no_url_at_all
VanderHouwen,Search leads saved — validation pending,,,,https://www.vanderhouwen.com/job-seekers/,Search results are unverified leads; no board added.,no_url_at_all
Vanguard University of Southern California,University follow-up required,,,,https://www.vanguard.edu/resources/human-resources/vu-careers,"Correct official /resources/human-resources/vu-careers publicly reachable, custom Finalsite vacancy cards/loadmore; no complete adapter.",no_board_found
Vanliner Insurance Company,Search leads saved — validation pending,,,,https://natl.com/careers,Search results are unverified leads; no board added.,no_url_at_all
Varda Space Industries,Added and verified,https://job-boards.greenhouse.io/vardaspace,greenhouse,95,https://www.varda.com/careers,Board registration read back from live database.,board_guessed_unverified
VAS,Search leads saved — validation pending,,,,https://vas.com.sa/careers/,Search results are unverified leads; no board added.,no_url_at_all
VCU Health,Search leads saved — validation pending,,,,https://careers.vcuhealth.org/us/en,Search results are unverified leads; no board added.,no_url_at_all
"Vector Resources, Inc.",Added and verified,https://vectorresources.isolvedhire.com/jobs/,applicantpro,4,https://vectorresources.isolvedhire.com/jobs/1857081-289092.html,Board registration read back from live database.,needs_adapter
VeeRteq Solutions Inc.,Further adapter investigation required,,,,https://candidateportal.ceipal.com/job-details/yw8ffXe40qfA6ju5MOforO9K3YjulcjtHO__8jXcsE8#.job_boards.Indeed,,needs_adapter
Veilant,Added and verified,https://jobs.smartrecruiters.com/Veilant,smartrecruiters,6,https://www.veilant.com/careers/,Board registration read back from live database.,board_guessed_unverified
VELCO - Vermont Electric Power Company,Search leads saved — validation pending,,,,https://www.velco.com/join-our-team,Search results are unverified leads; no board added.,no_url_at_all
Velera,Search leads saved — validation pending,,,,https://www.velera.com/careers,Search results are unverified leads; no board added.,no_url_at_all
Velvet Caviar,Search leads saved — validation pending,,,,https://velvetcaviar.com/pages/about-us,Search results are unverified leads; no board added.,no_url_at_all
